CIN,Company_Name,ROC_Code,Registration_Number,Company_Category,Company_SubCategory,Class_of_Company,Date_of_Incorporation,Registered_Address,Registered_State,Registered_Pincode,Email_Id,Whether_Listed,Company_Status,Authorized_Capital_Rs,Paid_up_Capital_Rs,Date_of_Last_AGM,Date_of_Balance_Sheet,Industrial_Activity_Code,Industrial_Activity_Description,Synthetic_Ring_ID,Synthetic_Shell_Ground_Truth
U45201TN2010PTC100677,Prime Developers Private Limited,ROC-CHENNAI,100678,Company limited by Shares,Non-govt company,Private,06/10/2010,"602, Plaza, Vaibhav Marg, Chennai, Tamil Nadu - 600024",Tamil Nadu,600024,prime16@gmail.com,Unlisted,Active,1000000,814552,20/07/2025,31/03/2025,45201,Maintenance and repair of motor vehicles,,No
U74999UP2014PTC100318,Orion Infra Private Limited,ROC-KANPUR,100319,Company limited by Shares,Non-govt company,Private,03/07/2014,"605, Chambers, Global Nagar, Kanpur, Uttar Pradesh - 208011",Uttar Pradesh,208011,orion78@gmail.com,Unlisted,Dormant,500000,449379,20/12/2024,31/03/2024,74999,Other business support service activities n.e.c.,,No
U41001MH2024PTC100649,Om Traders Private Limited,ROC-PUNE,100650,Company limited by Shares,Non-govt company,Private,19/12/2024,"35, Chambers, Metro Chowk, Pune, Maharashtra - 411068",Maharashtra,411068,om47@gmail.com,Unlisted,Active,200000,182881,05/12/2024,31/03/2024,41001,Construction of residential/commercial buildings,,No
U64990DL2023PTC100411,Vardhan Foods Private Limited,ROC-DELHI,100412,Company limited by Shares,Non-govt company,Private,26/09/2023,"451, Arcade, National Layout, New Delhi, Delhi - 110055",Delhi,110055,vardhan84@gmail.com,Unlisted,Active,500000,470892,23/09/2025,31/03/2025,64990,Other financial service activities n.e.c.,,No
U74999KA2016PLC100899,Krishna Logistics Limited,ROC-BANGALORE,100900,Company limited by Shares,Non-govt company,Public,14/07/2016,"655, Mall, Vantage Marg, Bengaluru, Karnataka - 560088",Karnataka,560088,krishna61@gmail.com,Unlisted,Active,1000000,767588,14/10/2025,31/03/2025,74999,Other business support service activities n.e.c.,,No
U41001WB2026PLC100710,Vaibhav Distributors Limited,ROC-KOLKATA,100711,Company limited by Shares,Non-govt company,Public,27/02/2026,"149, House, Royal Marg, Kolkata, West Bengal - 700071",West Bengal,700071,vaibhav11@gmail.com,Unlisted,Active,100000,66092,27/09/2025,31/03/2025,41001,Construction of residential/commercial buildings,,No
U45201KA2023PTC100359,Nova Ventures Private Limited,ROC-BANGALORE,100360,Company limited by Shares,Non-govt company,Private,23/12/2023,"170, Chambers, Anmol Layout, Bengaluru, Karnataka - 560065",Karnataka,560065,nova67@gmail.com,Unlisted,Active,5000000,3202706,10/11/2024,31/03/2024,45201,Maintenance and repair of motor vehicles,,No
U14101MH2015PTC100259,Universal Foods Private Limited,ROC-MUMBAI,100260,Company limited by Shares,Non-govt company,Private,27/08/2015,"842, Arcade, Sai Marg, Mumbai, Maharashtra - 400094",Maharashtra,400094,universal16@gmail.com,Unlisted,Active,200000,196331,12/12/2025,31/03/2026,14101,Manufacture of wearing apparel,,No
U70200TG2010PLC100745,Metro Commodities Limited,ROC-HYDERABAD,100746,Company limited by Shares,Non-govt company,Public,08/12/2010,"189, Arcade, Bharat Layout, Hyderabad, Telangana - 500010",Telangana,500010,metro20@gmail.com,Unlisted,Active,500000,304585,21/12/2025,31/03/2025,70200,Management consultancy activities,,No
U14101RJ2018PLC100628,Vishal Technologies Limited,ROC-JAIPUR,100629,Company limited by Shares,Non-govt company,Public,30/04/2018,"246, Arcade, Rudra Road, Jaipur, Rajasthan - 302094",Rajasthan,302094,vishal86@gmail.com,Unlisted,Active,2000000,1098086,21/08/2025,31/03/2025,14101,Manufacture of wearing apparel,,No
U47190PB2006PTC100633,Suvidha Traders Private Limited,ROC-CHANDIGARH,100634,Company limited by Shares,Non-govt company,Private,03/02/2006,"816, Heights, Vishal Street, Chandigarh, Punjab - 160038",Punjab,160038,suvidha66@gmail.com,Unlisted,Dormant,1000000,596997,14/11/2024,31/03/2024,47190,Other retail sale in non-specialized stores,,No
U45201GJ2019PTC100283,Vantage Traders Private Limited,ROC-AHMEDABAD,100284,Company limited by Shares,Non-govt company,Private,07/10/2019,"909, Mall, National Colony, Ahmedabad, Gujarat - 380061",Gujarat,380061,vantage85@gmail.com,Unlisted,Active,2000000,1179743,27/12/2025,31/03/2026,45201,Maintenance and repair of motor vehicles,,No
U74999RJ2018PTC100377,Prime Retail Private Limited,ROC-JAIPUR,100378,Company limited by Shares,Non-govt company,Private,10/01/2018,"751, Complex, Horizon Road, Jaipur, Rajasthan - 302095",Rajasthan,302095,prime23@gmail.com,Unlisted,Active,2000000,1617475,28/07/2026,31/03/2026,74999,Other business support service activities n.e.c.,,No
U41001TG2013PTC100385,Diamond Enterprises Private Limited,ROC-HYDERABAD,100386,Company limited by Shares,Non-govt company,Private,05/07/2013,"782, Heights, Sai Colony, Hyderabad, Telangana - 500043",Telangana,500043,diamond85@gmail.com,Unlisted,Active,5000000,3577712,18/07/2025,31/03/2025,41001,Construction of residential/commercial buildings,,No
U70200KA2015PTC100225,Elite Commodities Private Limited,ROC-BANGALORE,100226,Company limited by Shares,Non-govt company,Private,24/08/2015,"695, Heights, Meridian Marg, Bengaluru, Karnataka - 560022",Karnataka,560022,elite78@gmail.com,Unlisted,Active,200000,153044,13/10/2025,31/03/2025,70200,Management consultancy activities,,No
U62011MH2021PTC100954,Meridian Agro Private Limited,ROC-MUMBAI,100955,Company limited by Shares,Non-govt company,Private,20/05/2021,"795, Plaza, Capital Lane, Mumbai, Maharashtra - 400056",Maharashtra,400056,meridian41@gmail.com,Unlisted,Active,5000000,4814044,16/07/2025,31/03/2026,62011,Computer programming activities,,No
U10610TG2016PLC100815,Everest Pharma Limited,ROC-HYDERABAD,100816,Company limited by Shares,Non-govt company,Public,29/08/2016,"340, House, Platinum Lane, Hyderabad, Telangana - 500039",Telangana,500039,everest67@gmail.com,Unlisted,Active,2000000,1429150,13/07/2024,31/03/2024,10610,Manufacture of grain mill products,,No
U63990HR2024PTC100473,Bharat Pharma Private Limited,ROC-CHANDIGARH,100474,Company limited by Shares,Non-govt company,Private,23/02/2024,"566, Chambers, Radiant Chowk, Gurugram, Haryana - 122044",Haryana,122044,bharat20@gmail.com,Unlisted,Active,1000000,703597,09/12/2025,31/03/2025,63990,Other information service activities n.e.c.,,No
U68100GJ2017PLC100348,Suvidha Impex Limited,ROC-AHMEDABAD,100349,Company limited by Shares,Non-govt company,Public,04/10/2017,"133, Mall, Superior Colony, Ahmedabad, Gujarat - 380057",Gujarat,380057,suvidha20@gmail.com,Unlisted,Active,100000,68173,22/11/2025,31/03/2025,68100,Real estate activities with own/leased property,,No
U74999RJ2013PTC100506,Metro Overseas Private Limited,ROC-JAIPUR,100507,Company limited by Shares,Non-govt company,Private,22/07/2013,"713, Plaza, Nova Road, Jaipur, Rajasthan - 302077",Rajasthan,302077,metro42@gmail.com,Unlisted,Active,100000,88035,20/07/2026,31/03/2026,74999,Other business support service activities n.e.c.,,No
U46310KA2012PTC100640,Aastha Pharma Private Limited,ROC-BANGALORE,100641,Company limited by Shares,Non-govt company,Private,15/01/2012,"75, Complex, Vishwa Road, Bengaluru, Karnataka - 560057",Karnataka,560057,aastha21@gmail.com,Unlisted,Active,500000,447688,19/09/2025,31/03/2025,46310,Wholesale of agricultural raw materials,,No
U14101GJ2020PTC100988,Shakti Systems Private Limited,ROC-AHMEDABAD,100989,Company limited by Shares,Non-govt company,Private,03/01/2020,"798, Chambers, Diamond Chowk, Ahmedabad, Gujarat - 380015",Gujarat,380015,shakti97@gmail.com,Unlisted,Active,200000,105615,12/07/2025,31/03/2025,14101,Manufacture of wearing apparel,,No
U62011KA2005PTC100929,Infinity Constructions Private Limited,ROC-BANGALORE,100930,Company limited by Shares,Non-govt company,Private,27/03/2005,"158, Chambers, Prime Nagar, Bengaluru, Karnataka - 560072",Karnataka,560072,infinity19@gmail.com,Unlisted,Active,100000,89781,20/10/2025,31/03/2025,62011,Computer programming activities,,No
U46310MH2026PTC100906,Om Technologies Private Limited,ROC-MUMBAI,100907,Company limited by Shares,Non-govt company,Private,18/04/2026,"128, Plaza, Aastha Marg, Mumbai, Maharashtra - 400024",Maharashtra,400024,om25@gmail.com,Unlisted,Active,200000,129845,15/10/2025,31/03/2026,46310,Wholesale of agricultural raw materials,,No
U45201UP2012PLC100620,Shree Agro Limited,ROC-KANPUR,100621,Company limited by Shares,Non-govt company,Public,03/07/2012,"557, Mall, Sunrise Street, Kanpur, Uttar Pradesh - 208021",Uttar Pradesh,208021,shree31@gmail.com,Unlisted,Active,1000000,667041,26/11/2024,31/03/2024,45201,Maintenance and repair of motor vehicles,,No
U46900RJ2008PTC100856,National Commodities Private Limited,ROC-JAIPUR,100857,Company limited by Shares,Non-govt company,Private,01/06/2008,"48, Complex, Falcon Street, Jaipur, Rajasthan - 302040",Rajasthan,302040,national23@gmail.com,Unlisted,Active,200000,136929,12/09/2025,31/03/2025,46900,Wholesale trade (non-specialized),,No
U10610HR2021PTC100804,Vertex Developers Private Limited,ROC-CHANDIGARH,100805,Company limited by Shares,Non-govt company,Private,28/05/2021,"996, Arcade, Capital Layout, Gurugram, Haryana - 122095",Haryana,122095,vertex63@gmail.com,Unlisted,Active,100000,88070,09/08/2026,31/03/2026,10610,Manufacture of grain mill products,,No
U64990UP2018PTC100646,Lakshmi Developers Private Limited,ROC-KANPUR,100647,Company limited by Shares,Non-govt company,Private,17/08/2018,"232, Arcade, Skyline Chowk, Kanpur, Uttar Pradesh - 208012",Uttar Pradesh,208012,lakshmi77@gmail.com,Unlisted,Active,5000000,4861874,10/10/2024,31/03/2024,64990,Other financial service activities n.e.c.,,No
U64990MH2019PLC100847,Shree Services Limited,ROC-MUMBAI,100848,Company limited by Shares,Non-govt company,Public,02/05/2019,"143, Arcade, Vaibhav Layout, Mumbai, Maharashtra - 400056",Maharashtra,400056,shree40@gmail.com,Unlisted,Active,100000,97021,14/12/2025,31/03/2026,64990,Other financial service activities n.e.c.,,No
U14101GJ2007PTC100557,Ganesh Constructions Private Limited,ROC-AHMEDABAD,100558,Company limited by Shares,Non-govt company,Private,19/04/2007,"850, Mall, Anmol Layout, Ahmedabad, Gujarat - 380039",Gujarat,380039,ganesh64@gmail.com,Unlisted,Active - Non-compliant,200000,126109,24/09/2025,31/03/2026,14101,Manufacture of wearing apparel,,No
U47190TN2016PTC100958,Ashirwad Distributors Private Limited,ROC-CHENNAI,100959,Company limited by Shares,Non-govt company,Private,14/07/2016,"758, Complex, Suvidha Lane, Chennai, Tamil Nadu - 600077",Tamil Nadu,600077,ashirwad48@gmail.com,Unlisted,Active,200000,194755,22/07/2026,31/03/2026,47190,Other retail sale in non-specialized stores,,No
U46310TN2024PLC100578,Sai Textiles Limited,ROC-CHENNAI,100579,Company limited by Shares,Non-govt company,Public,02/12/2024,"629, Complex, Trident Lane, Chennai, Tamil Nadu - 600081",Tamil Nadu,600081,sai73@gmail.com,Unlisted,Dormant,200000,102564,12/07/2025,31/03/2025,46310,Wholesale of agricultural raw materials,,No
U62011WB2014PLC100796,Sai Exports Limited,ROC-KOLKATA,100797,Company limited by Shares,Non-govt company,Public,05/01/2014,"874, Complex, Zenith Marg, Kolkata, West Bengal - 700014",West Bengal,700014,sai50@gmail.com,Unlisted,Active,200000,120580,05/08/2026,31/03/2026,62011,Computer programming activities,,No
U82990RJ2023PTC100086,Capital Enterprises Private Limited,ROC-JAIPUR,100087,Company limited by Shares,Non-govt company,Private,24/07/2023,"121, Arcade, Ashirwad Chowk, Jaipur, Rajasthan - 302067",Rajasthan,302067,capital50@rediffmail.com,Unlisted,Under Process of Striking Off,50000000,150000,24/10/2021,31/03/2021,82990,Other business support activities n.e.c.,RING-13,Yes
U68100TN2024PTC100243,Metro Trading Private Limited,ROC-CHENNAI,100244,Company limited by Shares,Non-govt company,Private,20/01/2024,"503, Heights, Lakshmi Marg, Chennai, Tamil Nadu - 600095",Tamil Nadu,600095,metro56@gmail.com,Unlisted,Active,5000000,4178894,07/10/2024,31/03/2024,68100,Real estate activities with own/leased property,,No
U74999TG2025PTC100699,Prime Consultancy Private Limited,ROC-HYDERABAD,100700,Company limited by Shares,Non-govt company,Private,22/06/2025,"466, Plaza, Shree Chowk, Hyderabad, Telangana - 500021",Telangana,500021,prime30@gmail.com,Unlisted,Active,5000000,4927347,12/08/2026,31/03/2026,74999,Other business support service activities n.e.c.,,No
U62011TN2019PTC100160,Om Solutions Private Limited,ROC-CHENNAI,100161,Company limited by Shares,Non-govt company,Private,07/06/2019,"91, Mall, Diamond Colony, Chennai, Tamil Nadu - 600025",Tamil Nadu,600025,om73@gmail.com,Unlisted,Active,1000000,908551,15/11/2025,31/03/2025,62011,Computer programming activities,,No
U46900UP2010PTC100525,Capital Developers Private Limited,ROC-KANPUR,100526,Company limited by Shares,Non-govt company,Private,12/03/2010,"730, Arcade, Falcon Chowk, Kanpur, Uttar Pradesh - 208022",Uttar Pradesh,208022,capital61@gmail.com,Unlisted,Active,500000,327872,26/07/2024,31/03/2024,46900,Wholesale trade (non-specialized),,No
U70200TG2022PLC100036,Vikram Enterprises Limited,ROC-HYDERABAD,100037,Company limited by Shares,Non-govt company,Public,15/10/2022,"336, Chambers, Platinum Colony, Hyderabad, Telangana - 500053",Telangana,500053,vikram46@rediffmail.com,Unlisted,Active,20000000,500000,,,70200,Management consultancy activities,RING-05,Yes
U47190MH2020PTC100541,Infinity Textiles Private Limited,ROC-PUNE,100542,Company limited by Shares,Non-govt company,Private,05/02/2020,"535, Arcade, Skyline Chowk, Pune, Maharashtra - 411030",Maharashtra,411030,infinity12@gmail.com,Unlisted,Active,200000,169664,06/12/2025,31/03/2025,47190,Other retail sale in non-specialized stores,,No
U47190RJ2010PTC100171,Royal Agro Private Limited,ROC-JAIPUR,100172,Company limited by Shares,Non-govt company,Private,16/08/2010,"688, Chambers, Global Chowk, Jaipur, Rajasthan - 302089",Rajasthan,302089,royal18@gmail.com,Unlisted,Active,200000,172558,05/09/2025,31/03/2025,47190,Other retail sale in non-specialized stores,,No
U10610HR2021PTC100655,Falcon Logistics Private Limited,ROC-CHANDIGARH,100656,Company limited by Shares,Non-govt company,Private,29/08/2021,"845, Mall, Pioneer Marg, Gurugram, Haryana - 122090",Haryana,122090,falcon38@gmail.com,Unlisted,Active,100000,83480,28/07/2025,31/03/2026,10610,Manufacture of grain mill products,,No
U74999KA2012PLC100891,National Foods Limited,ROC-BANGALORE,100892,Company limited by Shares,Non-govt company,Public,29/12/2012,"61, Arcade, Pioneer Marg, Bengaluru, Karnataka - 560067",Karnataka,560067,national66@gmail.com,Unlisted,Active - Non-compliant,200000,184897,07/07/2026,31/03/2026,74999,Other business support service activities n.e.c.,,No
U41001TG2008PTC100858,Radiant Realty Private Limited,ROC-HYDERABAD,100859,Company limited by Shares,Non-govt company,Private,28/06/2008,"330, Mall, Capital Layout, Hyderabad, Telangana - 500065",Telangana,500065,radiant71@gmail.com,Unlisted,Active,100000,79685,26/07/2024,31/03/2024,41001,Construction of residential/commercial buildings,,No
U46900TG2010PLC100848,Vinayak Systems Limited,ROC-HYDERABAD,100849,Company limited by Shares,Non-govt company,Public,26/09/2010,"963, Heights, Horizon Chowk, Hyderabad, Telangana - 500052",Telangana,500052,vinayak18@gmail.com,Unlisted,Active,5000000,3451073,09/09/2025,31/03/2026,46900,Wholesale trade (non-specialized),,No
U70200PB2023PLC100945,Om Impex Limited,ROC-CHANDIGARH,100946,Company limited by Shares,Non-govt company,Public,08/05/2023,"33, Plaza, Aastha Lane, Chandigarh, Punjab - 160082",Punjab,160082,om73@gmail.com,Unlisted,Active,500000,330312,19/09/2025,31/03/2025,70200,Management consultancy activities,,No
U46900WB2022PTC100734,Vardhan Textiles Private Limited,ROC-KOLKATA,100735,Company limited by Shares,Non-govt company,Private,24/01/2022,"231, House, Vikram Street, Kolkata, West Bengal - 700063",West Bengal,700063,vardhan81@gmail.com,Unlisted,Active,200000,135893,24/09/2024,31/03/2024,46900,Wholesale trade (non-specialized),,No
U41001MH2021PTC100096,Lakshmi Merchants Private Limited,ROC-MUMBAI,100097,Company limited by Shares,Non-govt company,Private,28/09/2021,"141, Heights, Trident Layout, Mumbai, Maharashtra - 400029",Maharashtra,400029,lakshmi68@rediffmail.com,Unlisted,Active,25000000,100000,10/06/2022,31/03/2022,41001,Construction of residential/commercial buildings,RING-14,Yes
U10610MH2012PTC100564,Metro Solutions Private Limited,ROC-MUMBAI,100565,Company limited by Shares,Non-govt company,Private,25/06/2012,"315, Tower, Sunrise Chowk, Mumbai, Maharashtra - 400068",Maharashtra,400068,metro23@gmail.com,Unlisted,Active,200000,126913,13/08/2025,31/03/2025,10610,Manufacture of grain mill products,,No
U10610DL2008PTC100241,Continental Agro Private Limited,ROC-DELHI,100242,Company limited by Shares,Non-govt company,Private,24/09/2008,"158, Complex, Vertex Road, New Delhi, Delhi - 110015",Delhi,110015,continental50@gmail.com,Unlisted,Active,200000,171181,26/12/2025,31/03/2026,10610,Manufacture of grain mill products,,No
U52290GJ2005PTC100743,Diamond Traders Private Limited,ROC-AHMEDABAD,100744,Company limited by Shares,Non-govt company,Private,12/09/2005,"542, Complex, Lakshmi Nagar, Ahmedabad, Gujarat - 380080",Gujarat,380080,diamond32@gmail.com,Unlisted,Active,5000000,3848553,05/10/2025,31/03/2026,52290,Other transportation support activities,,No
U47190GJ2016PTC100575,National Infra Private Limited,ROC-AHMEDABAD,100576,Company limited by Shares,Non-govt company,Private,18/03/2016,"119, Chambers, Silver Road, Ahmedabad, Gujarat - 380097",Gujarat,380097,national99@gmail.com,Unlisted,Active,2000000,1967414,05/12/2025,31/03/2026,47190,Other retail sale in non-specialized stores,,No
U63990TG2005PTC100691,Radiant Impex Private Limited,ROC-HYDERABAD,100692,Company limited by Shares,Non-govt company,Private,24/07/2005,"115, Mall, Universal Street, Hyderabad, Telangana - 500080",Telangana,500080,radiant18@gmail.com,Unlisted,Active - Non-compliant,500000,329053,26/10/2024,31/03/2024,63990,Other information service activities n.e.c.,,No
U70200TG2022PLC100461,Everest Technologies Limited,ROC-HYDERABAD,100462,Company limited by Shares,Non-govt company,Public,15/04/2022,"315, Complex, Suvidha Colony, Hyderabad, Telangana - 500016",Telangana,500016,everest78@gmail.com,Unlisted,Active,5000000,4247254,03/08/2026,31/03/2026,70200,Management consultancy activities,,No
U45201UP2005PTC100554,Horizon Investments Private Limited,ROC-KANPUR,100555,Company limited by Shares,Non-govt company,Private,18/05/2005,"732, Mall, Prime Nagar, Kanpur, Uttar Pradesh - 208062",Uttar Pradesh,208062,horizon95@gmail.com,Unlisted,Active,1000000,720324,02/08/2025,31/03/2025,45201,Maintenance and repair of motor vehicles,,No
U46310RJ2008PTC100889,Ashirwad Constructions Private Limited,ROC-JAIPUR,100890,Company limited by Shares,Non-govt company,Private,06/10/2008,"635, Plaza, Vardhan Chowk, Jaipur, Rajasthan - 302096",Rajasthan,302096,ashirwad19@gmail.com,Unlisted,Active,100000,74447,26/11/2025,31/03/2025,46310,Wholesale of agricultural raw materials,,No
U63990TG2016PTC100207,Vishal Enterprises Private Limited,ROC-HYDERABAD,100208,Company limited by Shares,Non-govt company,Private,30/07/2016,"793, Arcade, Platinum Street, Hyderabad, Telangana - 500064",Telangana,500064,vishal47@gmail.com,Unlisted,Active,5000000,4906480,10/10/2025,31/03/2025,63990,Other information service activities n.e.c.,,No
U63990RJ2012PTC100393,Emerald Agro Private Limited,ROC-JAIPUR,100394,Company limited by Shares,Non-govt company,Private,23/02/2012,"441, Arcade, Vardhan Colony, Jaipur, Rajasthan - 302022",Rajasthan,302022,emerald54@gmail.com,Unlisted,Active,200000,195351,07/12/2024,31/03/2024,63990,Other information service activities n.e.c.,,No
U46310HR2009PLC100795,Royal Pharma Limited,ROC-CHANDIGARH,100796,Company limited by Shares,Non-govt company,Public,08/01/2009,"56, Complex, Vantage Nagar, Gurugram, Haryana - 122052",Haryana,122052,royal92@gmail.com,Unlisted,Active,5000000,2990439,07/08/2026,31/03/2026,46310,Wholesale of agricultural raw materials,,No
U74999MH2020PTC100398,Falcon Systems Private Limited,ROC-MUMBAI,100399,Company limited by Shares,Non-govt company,Private,21/02/2020,"275, Mall, Anmol Lane, Mumbai, Maharashtra - 400053",Maharashtra,400053,falcon91@gmail.com,Unlisted,Active,1000000,695689,02/09/2025,31/03/2025,74999,Other business support service activities n.e.c.,,No
U14101DL2022PTC100767,Apex Traders Private Limited,ROC-DELHI,100768,Company limited by Shares,Non-govt company,Private,09/12/2022,"351, Complex, Elite Marg, New Delhi, Delhi - 110066",Delhi,110066,apex51@gmail.com,Unlisted,Active,1000000,665699,23/09/2025,31/03/2026,14101,Manufacture of wearing apparel,,No
U41001WB2019PLC100849,Suvidha Constructions Limited,ROC-KOLKATA,100850,Company limited by Shares,Non-govt company,Public,17/02/2019,"321, Chambers, Apex Marg, Kolkata, West Bengal - 700094",West Bengal,700094,suvidha68@gmail.com,Unlisted,Active,1000000,916062,17/09/2025,31/03/2025,41001,Construction of residential/commercial buildings,,No
U82990UP2014PTC100218,Vardhan Impex Private Limited,ROC-KANPUR,100219,Company limited by Shares,Non-govt company,Private,06/02/2014,"310, Mall, Infinity Nagar, Kanpur, Uttar Pradesh - 208040",Uttar Pradesh,208040,vardhan89@gmail.com,Unlisted,Active,5000000,4491894,26/07/2024,31/03/2024,82990,Other business support activities n.e.c.,,No
U62011PB2019PTC100005,Horizon Developers Private Limited,ROC-CHANDIGARH,100006,Company limited by Shares,Non-govt company,Private,19/03/2019,"115, Plaza, Vishal Chowk, Chandigarh, Punjab - 160041",Punjab,160041,horizon16@rediffmail.com,Unlisted,Active - Non-compliant,20000000,150000,,,62011,Computer programming activities,RING-01,Yes
U68100GJ2014PTC100769,Sai Commodities Private Limited,ROC-AHMEDABAD,100770,Company limited by Shares,Non-govt company,Private,29/09/2014,"583, Plaza, Emerald Street, Ahmedabad, Gujarat - 380011",Gujarat,380011,sai15@gmail.com,Unlisted,Active,500000,376584,12/08/2025,31/03/2025,68100,Real estate activities with own/leased property,,No
U68100MH2012PTC100643,Continental Merchants Private Limited,ROC-PUNE,100644,Company limited by Shares,Non-govt company,Private,30/10/2012,"944, Arcade, Trident Marg, Pune, Maharashtra - 411016",Maharashtra,411016,continental10@gmail.com,Unlisted,Active,1000000,636143,26/10/2024,31/03/2024,68100,Real estate activities with own/leased property,,No
U46900UP2007PTC100930,Prime Pharma Private Limited,ROC-KANPUR,100931,Company limited by Shares,Non-govt company,Private,07/12/2007,"130, Chambers, Horizon Street, Kanpur, Uttar Pradesh - 208082",Uttar Pradesh,208082,prime67@gmail.com,Unlisted,Active,100000,92419,12/12/2024,31/03/2024,46900,Wholesale trade (non-specialized),,No
U64990TN2017PTC100613,Emerald Consultancy Private Limited,ROC-CHENNAI,100614,Company limited by Shares,Non-govt company,Private,16/04/2017,"561, Arcade, Golden Colony, Chennai, Tamil Nadu - 600039",Tamil Nadu,600039,emerald58@gmail.com,Unlisted,Active,5000000,4991139,07/11/2024,31/03/2024,64990,Other financial service activities n.e.c.,,No
U41001MH2008PTC100739,Aastha Investments Private Limited,ROC-MUMBAI,100740,Company limited by Shares,Non-govt company,Private,05/02/2008,"784, Tower, Orion Nagar, Mumbai, Maharashtra - 400097",Maharashtra,400097,aastha66@gmail.com,Unlisted,Active,100000,84723,14/11/2024,31/03/2024,41001,Construction of residential/commercial buildings,,No
U62011WB2014PLC100547,Vertex Technologies Limited,ROC-KOLKATA,100548,Company limited by Shares,Non-govt company,Public,13/08/2014,"867, Plaza, Krishna Lane, Kolkata, West Bengal - 700017",West Bengal,700017,vertex76@gmail.com,Unlisted,Active,5000000,2615896,25/10/2025,31/03/2026,62011,Computer programming activities,,No
U47190HR2019PTC100726,Ashirwad Impex Private Limited,ROC-CHANDIGARH,100727,Company limited by Shares,Non-govt company,Private,09/05/2019,"940, Mall, Vishwa Street, Gurugram, Haryana - 122043",Haryana,122043,ashirwad69@gmail.com,Unlisted,Active,500000,309440,16/10/2024,31/03/2024,47190,Other retail sale in non-specialized stores,,No
U82990TG2006PTC100684,Elite Services Private Limited,ROC-HYDERABAD,100685,Company limited by Shares,Non-govt company,Private,17/07/2006,"650, Chambers, Bharat Chowk, Hyderabad, Telangana - 500062",Telangana,500062,elite43@gmail.com,Unlisted,Active,5000000,4207394,11/10/2025,31/03/2026,82990,Other business support activities n.e.c.,,No
U45201GJ2020PTC100099,Anmol Developers Private Limited,ROC-AHMEDABAD,100100,Company limited by Shares,Non-govt company,Private,23/12/2020,"772, Arcade, Bharat Chowk, Ahmedabad, Gujarat - 380084",Gujarat,380084,anmol36@rediffmail.com,Unlisted,Active,20000000,150000,22/02/2020,31/03/2020,45201,Maintenance and repair of motor vehicles,RING-15,Yes
U52290UP2008PLC100805,Silver Traders Limited,ROC-KANPUR,100806,Company limited by Shares,Non-govt company,Public,18/05/2008,"938, Plaza, Vishal Road, Kanpur, Uttar Pradesh - 208089",Uttar Pradesh,208089,silver87@gmail.com,Unlisted,Active,2000000,1830793,13/07/2025,31/03/2025,52290,Other transportation support activities,,No
U46310GJ2005PTC100728,Prime Chemicals Private Limited,ROC-AHMEDABAD,100729,Company limited by Shares,Non-govt company,Private,28/05/2005,"173, Heights, Everest Lane, Ahmedabad, Gujarat - 380091",Gujarat,380091,prime50@gmail.com,Unlisted,Active,2000000,1266125,25/11/2024,31/03/2024,46310,Wholesale of agricultural raw materials,,No
U10610PB2022PTC100574,National Merchants Private Limited,ROC-CHANDIGARH,100575,Company limited by Shares,Non-govt company,Private,25/10/2022,"921, Tower, Sai Street, Chandigarh, Punjab - 160092",Punjab,160092,national83@gmail.com,Unlisted,Active,500000,277370,19/12/2025,31/03/2026,10610,Manufacture of grain mill products,,No
U41001KA2020PTC100407,Silver Investments Private Limited,ROC-BANGALORE,100408,Company limited by Shares,Non-govt company,Private,15/12/2020,"572, House, Suvidha Colony, Bengaluru, Karnataka - 560032",Karnataka,560032,silver13@gmail.com,Unlisted,Active,1000000,780242,04/12/2025,31/03/2025,41001,Construction of residential/commercial buildings,,No
U10610RJ2007PLC100503,Shakti Trading Limited,ROC-JAIPUR,100504,Company limited by Shares,Non-govt company,Public,17/01/2007,"866, House, Horizon Lane, Jaipur, Rajasthan - 302068",Rajasthan,302068,shakti88@gmail.com,Unlisted,Active - Non-compliant,5000000,4035330,08/07/2026,31/03/2026,10610,Manufacture of grain mill products,,No
U41001MH2025PTC100048,Anmol Traders Private Limited,ROC-PUNE,100049,Company limited by Shares,Non-govt company,Private,09/05/2025,"896, Mall, Global Layout, Pune, Maharashtra - 411011",Maharashtra,411011,anmol64@rediffmail.com,Unlisted,Under Process of Striking Off,50000000,200000,,,41001,Construction of residential/commercial buildings,RING-07,Yes
U63990TG2022PTC100033,Vikram Ventures Private Limited,ROC-HYDERABAD,100034,Company limited by Shares,Non-govt company,Private,01/10/2022,"336, Chambers, Platinum Colony, Hyderabad, Telangana - 500053",Telangana,500053,vikram76@rediffmail.com,Unlisted,Under Process of Striking Off,25000000,200000,01/09/2021,31/03/2021,63990,Other information service activities n.e.c.,RING-05,Yes
U46310TG2015PTC100780,Skyline Impex Private Limited,ROC-HYDERABAD,100781,Company limited by Shares,Non-govt company,Private,28/04/2015,"969, Plaza, Apex Street, Hyderabad, Telangana - 500039",Telangana,500039,skyline70@gmail.com,Unlisted,Active,200000,122006,17/11/2025,31/03/2025,46310,Wholesale of agricultural raw materials,,No
